0.0016, 3.252
0.0024, 3.228
0.0032, 3.228
0.004, 3.328
0.0048, 3.392
0.0054, 3.32
0.0062, 3.334
0.007, 3.36
0.0078, 3.268
0.0086, 3.244
0.0096, 3.52
0.0104, 3.604
0.0112, 3.73
0.0118, 3.784
0.0128, 4.026
0.0136, 4.1
0.0148, 4.384
0.016, 4.48
0.017, 4.796
0.0176, 4.872
0.0184, 4.922
0.0188, 4.85
0.0195, 4.884
0.0205, 4.758
0.0217, 4.804
0.0225, 4.734
0.0237, 4.756
0.0248, 4.712
0.0258, 4.72
0.0266, 4.652
0.0278, 4.588
0.0287, 4.554
0.0297, 4.504
0.0307, 4.52
0.0317, 4.458
0.0324, 4.558
0.0335, 4.524
0.0343, 4.554
0.0351, 4.482
0.0363, 4.544
0.0376, 4.454
0.0384, 4.472
0.0394, 4.414
0.0404, 4.418
0.0411, 4.406
0.0419, 4.452
0.043, 4.428
0.0442, 4.406
0.0454, 4.392
0.0465, 4.382
0.0475, 4.382
0.0483, 4.378
0.0491, 4.414
0.0499, 4.472
0.0507, 4.362
0.0513, 4.338
0.0519, 4.29
0.0528, 4.206
0.0534, 4.168
0.0542, 4.276
0.0552, 4.294
0.056, 4.226
0.057, 4.328
0.0581, 4.414
0.0591, 4.358
0.0605, 4.318
0.0619, 4.386
0.0627, 4.384
0.0635, 4.326
0.0643, 4.44
0.0651, 4.448
0.0661, 4.436
0.0674, 4.322
0.0689, 4.24
0.0703, 4.128
0.0715, 4.048
0.0729, 4.052
0.074, 4.088
0.075, 4.074
0.0766, 3.988
0.0778, 3.912
0.0786, 3.784
0.0794, 3.766
0.0806, 3.796
0.0812, 3.78
0.082, 3.838
0.0832, 3.994
0.0846, 3.958
0.0856, 3.918
0.0868, 3.964
0.0879, 3.998
0.0887, 3.99
0.0895, 3.938
0.0903, 3.95
0.0911, 3.97
0.0922, 3.892
0.0932, 3.726
0.0942, 3.794
0.0951, 3.776
0.0961, 3.716
0.0969, 3.728
0.0979, 3.822
0.0988, 3.756
0.0997, 3.764
0.1009, 3.728
0.1019, 3.674
0.1027, 3.656
0.1038, 3.726
0.1052, 3.708
0.1062, 3.77
0.1072, 3.838
0.1088, 3.878
0.11, 3.82
0.111, 3.842
0.112, 3.728
0.113, 3.656
0.1137, 3.594
0.1145, 3.544
0.1155, 3.62
0.1165, 3.688
0.1175, 3.542
0.1184, 3.448
0.1192, 3.412
0.1199, 3.2
0.1205, 3.014
0.1215, 3.13
0.1224, 3.096
0.1236, 3.004
0.1245, 3.246
0.1255, 3.476
0.1263, 3.572
0.1276, 3.7
0.1286, 4.07
0.1298, 4.076
0.131, 4.208
0.1324, 4.45
0.1334, 4.704
0.1344, 4.73
0.1354, 4.748
0.1368, 4.826
0.1378, 4.744
0.1386, 4.71
0.1396, 4.716
0.1404, 4.722
0.141, 4.654
0.1418, 4.65
0.1426, 4.64
0.1433, 4.666
0.1441, 4.614
0.1449, 4.698
0.1457, 4.722
0.1465, 4.704
0.1472, 4.684
0.148, 4.84
0.1486, 4.794
0.1492, 4.718
0.15, 4.704
0.1508, 4.654
0.1516, 4.596
0.1526, 4.566
0.1536, 4.518
0.1544, 4.528
0.1554, 4.512
0.1563, 4.476
0.1573, 4.482
0.1581, 4.546
0.1591, 4.574
0.1599, 4.54
0.161, 4.49
0.1618, 4.452
0.1629, 4.436
0.1639, 4.32
0.1651, 4.36
0.166, 4.362
0.1668, 4.33
0.1677, 4.37
0.1687, 4.354
0.1695, 4.254
0.1704, 4.266
0.1712, 4.262
0.172, 4.266
0.173, 4.284
0.174, 4.3
0.1748, 4.274
0.1757, 4.346
0.1769, 4.31
0.1778, 4.336
0.1788, 4.342
0.1802, 4.384
0.1818, 4.316
0.183, 4.336
0.184, 4.258
0.1853, 4.242
0.1863, 4.15
0.1873, 4.02
0.1881, 3.818
0.1891, 3.82
0.19, 3.776
0.1912, 3.714
0.1922, 3.564
0.1932, 3.564
0.1941, 3.47
0.1949, 3.444
0.1955, 3.436
0.1965, 3.54
0.1974, 3.614
0.1983, 3.598
0.1991, 3.596
0.2001, 3.498
0.2008, 3.546
0.2017, 3.542
0.2027, 3.538
0.2037, 3.508
0.2049, 3.58
0.206, 3.602
0.2075, 3.568
0.2089, 3.626
0.2107, 3.598
0.2123, 3.644
0.2139, 3.602
0.215, 3.592
0.2164, 3.57
0.2176, 3.604
0.2184, 3.638
0.2192, 3.728
0.2202, 3.856
0.2209, 4.078
0.2217, 4.192
0.2225, 4.216
0.2235, 4.364
0.2242, 4.39
0.2253, 4.284
0.2261, 4.284
0.2271, 4.266
0.2279, 4.124
0.2292, 3.928
0.23, 3.918
0.2308, 3.944
0.232, 4.026
0.2333, 3.952
0.2341, 3.966
0.2349, 3.93
0.2361, 3.8
0.2368, 3.61
0.2377, 3.518
0.2385, 3.586
0.2397, 3.484
0.2407, 3.54
0.2415, 3.578
0.2423, 3.746
0.2431, 3.786
0.2438, 3.986
0.2447, 4.144
0.2457, 4.288
0.2465, 4.358
0.2473, 4.416
0.2481, 4.476
0.249, 4.464
0.2498, 4.506
0.2506, 4.494
0.2514, 4.506
0.2522, 4.454
0.2529, 4.46
0.2536, 4.422
0.2544, 4.4
0.2552, 4.404
0.2561, 4.41
0.2569, 4.326
0.2577, 4.274
0.2585, 4.316
0.2593, 4.322
0.2602, 4.306
0.2609, 4.166
0.2615, 4.174
0.2623, 4.252
0.2631, 4.256
0.2638, 4.206
0.2644, 4.42
0.2652, 4.474
0.2658, 4.372
0.2666, 4.384
0.2675, 4.414
0.2683, 4.378
0.2693, 4.414
0.2703, 4.444
0.2712, 4.362
0.2719, 4.288
0.2729, 4.172
0.2737, 4.136
0.2745, 4.11
0.2756, 4.074
0.2766, 4.012
0.2776, 4.056
0.2789, 3.968
0.2803, 3.926
0.2815, 3.872
0.2827, 3.94
0.2841, 3.87
0.285, 3.916
0.286, 3.888
0.2872, 3.866
0.2886, 3.842
0.2896, 3.912
0.291, 3.938
0.2922, 3.996
0.2934, 4.11
0.2944, 4.162
0.2953, 4.184
0.2963, 4.236
0.2975, 4.268
0.2983, 4.276
0.2995, 4.238
0.3008, 4.27
0.3018, 4.166
0.3028, 4.05
0.3039, 4.01
0.3052, 3.964
0.3062, 3.882
0.3075, 3.778
0.3089, 3.67
0.3101, 3.644
0.3115, 3.612
0.3131, 3.632
0.3142, 3.666
0.3154, 3.728
0.317, 3.596
0.318, 3.73
0.3188, 3.662
0.32, 3.564
0.3212, 3.556
0.3221, 3.524
0.3231, 3.298
0.3245, 3.274
0.3257, 3.302
0.3267, 3.238
0.328, 3.31
0.3294, 3.382
0.3306, 3.328
0.3318, 3.356
0.333, 3.472
0.334, 3.568
0.3353, 3.648
0.3367, 3.8
0.3379, 3.942
0.339, 4.132
0.34, 4.284
0.3409, 4.492
0.3417, 4.406
0.3425, 4.47
0.3432, 4.42
0.3442, 4.472
0.345, 4.382
0.3458, 4.574
0.3468, 4.56
0.3478, 4.484
0.3487, 4.468
0.3497, 4.478
0.3507, 4.516
0.3515, 4.484
0.3524, 4.53
0.3533, 4.438
0.3541, 4.492
0.3547, 4.38
0.3553, 4.394
0.356, 4.344
0.3564, 4.416
0.3572, 4.292
0.358, 4.268
0.3588, 4.256
0.3594, 4.32
0.3604, 4.268
0.361, 4.224
0.3618, 4.244
0.3628, 4.194
0.3638, 4.184
0.3646, 4.206
0.3652, 4.244
0.3658, 4.28
0.3664, 4.248
0.367, 4.194
0.3675, 4.156
0.3686, 4.21
0.3696, 4.138
0.3704, 4.168
0.3715, 4.188
0.3728, 4.162
0.3737, 4.104
0.3747, 4.148
0.3759, 4.138
0.3772, 4.134
0.3782, 4.11
0.3794, 4.098
0.3806, 4.04
0.3818, 4.018
0.3826, 3.982
0.3839, 3.954
0.3851, 3.95
0.3863, 3.928
0.3873, 3.84
0.3885, 3.792
0.3896, 3.784
0.3906, 3.738
0.3918, 3.676
0.3932, 3.662
0.3945, 3.618
0.3957, 3.532
0.3967, 3.516
0.3974, 3.466
0.3982, 3.422
0.3991, 3.318
0.3997, 3.284
0.4005, 3.114
0.4014, 3.092
0.4022, 3.084
0.4029, 3.142
0.4037, 3.072
0.4046, 3.138
0.4051, 3.236
0.4058, 3.334
0.4065, 3.318
0.4073, 3.466
0.4081, 3.506
0.4089, 3.44
0.4095, 3.474
0.4103, 3.444
0.4109, 3.388
0.4114, 3.674
0.412, 3.654
0.4131, 3.582
0.4139, 3.91
0.4151, 4.204
0.4162, 3.856
0.4174, 3.982
0.4182, 4.284
0.4189, 4.228
0.4194, 3.974
0.4204, 4.062
0.4212, 4.012
0.422, 3.846
0.423, 3.7
0.4242, 3.966
0.425, 4.212
0.426, 4.418
0.4268, 4.55
0.4278, 4.716
0.4288, 4.674
0.4296, 4.624
0.4304, 4.73
0.4312, 4.744
0.4321, 4.784
